date,home_team,away_team,home_score,away_score,tournament
2014-10-11,France,Portugal,2,1,Friendly
2014-10-14,Japan,Brazil,0,4,Friendly
2014-11-12,Argentina,Croatia,2,1,Friendly
2014-11-12,Netherlands,Mexico,2,3,Friendly
2014-11-14,United States,Colombia,1,2,Friendly
2014-11-16,Italy,Croatia,1,1,UEFA Euro qualification
2014-11-18,Portugal,Argentina,1,0,Friendly
2014-11-18,Spain,Germany,0,1,Friendly
2015-03-26,France,Brazil,1,3,Friendly
2015-03-28,Morocco,Uruguay,0,1,Friendly
2015-03-31,Italy,England,1,1,Friendly
2015-03-31,Netherlands,Spain,2,0,Friendly
2015-04-15,United States,Mexico,2,0,Friendly
2015-06-05,Netherlands,United States,3,4,Friendly
2015-06-07,Brazil,Mexico,2,0,Friendly
2015-06-07,France,Belgium,3,4,Friendly
2015-06-10,Germany,United States,1,2,Friendly
2015-06-12,Croatia,Italy,1,1,UEFA Euro qualification
2015-06-16,Argentina,Uruguay,1,0,Copa América
2015-06-16,Italy,Portugal,0,1,Friendly
2015-06-17,Brazil,Colombia,0,1,Copa América
2015-06-26,Argentina,Colombia,0,0,Copa América
2015-09-04,Portugal,France,0,1,Friendly
2015-09-08,United States,Brazil,1,4,Friendly
2015-09-08,Mexico,Argentina,2,2,Friendly
2015-10-10,United States,Mexico,2,3,Friendly
2015-10-13,Uruguay,Colombia,3,0,FIFA World Cup qualification
2015-11-13,Argentina,Brazil,1,1,FIFA World Cup qualification
2015-11-13,Belgium,Italy,3,1,Friendly
2015-11-13,France,Germany,2,0,Friendly
2015-11-13,Spain,England,2,0,Friendly
2015-11-17,Colombia,Argentina,0,1,FIFA World Cup qualification
2015-11-17,England,France,2,0,Friendly
2016-03-24,Italy,Spain,1,1,Friendly
2016-03-25,Brazil,Uruguay,2,2,FIFA World Cup qualification
2016-03-25,Netherlands,France,2,3,Friendly
2016-03-26,Germany,England,2,3,Friendly
2016-03-29,England,Netherlands,1,2,Friendly
2016-03-29,Germany,Italy,4,1,Friendly
2016-03-29,Portugal,Belgium,2,1,Friendly
2016-06-02,England,Portugal,1,0,Friendly
2016-06-03,United States,Colombia,0,2,Copa América
2016-06-05,Mexico,Uruguay,3,1,Copa América
2016-06-13,Belgium,Italy,0,2,UEFA Euro
2016-06-21,Croatia,Spain,2,1,UEFA Euro
2016-06-21,United States,Argentina,0,4,Copa América
2016-06-25,Croatia,Portugal,0,1,UEFA Euro
2016-06-25,United States,Colombia,0,1,Copa América
2016-06-27,Italy,Spain,2,0,UEFA Euro
2016-07-02,Germany,Italy,1,1,UEFA Euro
2016-07-07,France,Germany,2,0,UEFA Euro
2016-07-10,France,Portugal,0,1,UEFA Euro
2016-09-01,Argentina,Uruguay,1,0,FIFA World Cup qualification
2016-09-01,Belgium,Spain,0,2,Friendly
2016-09-01,Italy,France,1,3,Friendly
2016-09-06,Brazil,Colombia,2,1,FIFA World Cup qualification
2016-10-06,Italy,Spain,1,1,FIFA World Cup qualification
2016-10-10,Netherlands,France,0,1,FIFA World Cup qualification
2016-10-11,Colombia,Uruguay,2,2,FIFA World Cup qualification
2016-11-09,Netherlands,Belgium,1,1,Friendly
2016-11-10,Brazil,Argentina,3,0,FIFA World Cup qualification
2016-11-11,United States,Mexico,1,2,FIFA World Cup qualification
2016-11-15,Argentina,Colombia,3,0,FIFA World Cup qualification
2016-11-15,England,Spain,2,2,Friendly
2016-11-15,Italy,Germany,0,0,Friendly
2017-01-26,Brazil,Colombia,1,0,Friendly
2017-03-22,Germany,England,1,0,Friendly
2017-03-23,Uruguay,Brazil,1,4,FIFA World Cup qualification
2017-03-28,France,Spain,0,2,Friendly
2017-03-28,Netherlands,Italy,1,2,Friendly
2017-05-28,Mexico,Croatia,1,2,Friendly
2017-05-31,Morocco,Netherlands,1,2,Friendly
2017-06-07,Italy,Uruguay,3,0,Friendly
2017-06-07,Spain,Colombia,2,2,Friendly
2017-06-09,Argentina,Brazil,1,0,Superclásico de las Américas
2017-06-11,Mexico,United States,1,1,FIFA World Cup qualification
2017-06-13,France,England,3,2,Friendly
2017-06-18,Portugal,Mexico,2,2,Confederations Cup
2017-06-29,Germany,Mexico,4,1,Confederations Cup
2017-07-02,Portugal,Mexico,2,1,Confederations Cup
2017-08-31,France,Netherlands,4,0,FIFA World Cup qualification
2017-08-31,Uruguay,Argentina,0,0,FIFA World Cup qualification
2017-09-02,Spain,Italy,3,0,FIFA World Cup qualification
2017-09-05,Colombia,Brazil,1,1,FIFA World Cup qualification
2017-11-10,Belgium,Mexico,3,3,Friendly
2017-11-10,England,Germany,0,0,Friendly
2017-11-10,Japan,Brazil,1,3,Friendly
2017-11-14,Belgium,Japan,1,0,Friendly
2017-11-14,England,Brazil,0,0,Friendly
2017-11-14,Germany,France,2,2,Friendly
2017-11-14,Portugal,United States,1,1,Friendly
2018-03-23,France,Colombia,2,3,Friendly
2018-03-23,Germany,Spain,1,1,Friendly
2018-03-23,Italy,Argentina,0,2,Friendly
2018-03-23,Netherlands,England,0,1,Friendly
2018-03-26,Portugal,Netherlands,0,3,Friendly
2018-03-27,England,Italy,1,1,Friendly
2018-03-27,Germany,Brazil,0,1,Friendly
2018-03-27,Mexico,Croatia,0,1,Friendly
2018-03-27,Spain,Argentina,6,1,Friendly
2018-06-01,France,Italy,3,1,Friendly
2018-06-02,Belgium,Portugal,0,0,Friendly
2018-06-03,Croatia,Brazil,0,2,Friendly
2018-06-04,Italy,Netherlands,1,1,Friendly
2018-06-08,Croatia,Senegal,2,1,Friendly
2018-06-09,France,United States,1,1,Friendly
2018-06-15,Portugal,Spain,3,3,FIFA World Cup
2018-06-17,Germany,Mexico,0,1,FIFA World Cup
2018-06-19,Colombia,Japan,1,2,FIFA World Cup
2018-06-20,Portugal,Morocco,1,0,FIFA World Cup
2018-06-21,Argentina,Croatia,0,3,FIFA World Cup
2018-06-24,Japan,Senegal,2,2,FIFA World Cup
2018-06-25,Spain,Morocco,2,2,FIFA World Cup
2018-06-28,Senegal,Colombia,0,1,FIFA World Cup
2018-06-28,England,Belgium,0,1,FIFA World Cup
2018-06-30,France,Argentina,4,3,FIFA World Cup
2018-06-30,Uruguay,Portugal,2,1,FIFA World Cup
2018-07-02,Brazil,Mexico,2,0,FIFA World Cup
2018-07-02,Belgium,Japan,3,2,FIFA World Cup
2018-07-03,Colombia,England,1,1,FIFA World Cup
2018-07-06,Uruguay,France,0,2,FIFA World Cup
2018-07-06,Brazil,Belgium,1,2,FIFA World Cup
2018-07-10,France,Belgium,1,0,FIFA World Cup
2018-07-11,Croatia,England,2,1,FIFA World Cup
2018-07-14,Belgium,England,2,0,FIFA World Cup
2018-07-15,France,Croatia,4,2,FIFA World Cup
2018-09-06,Germany,France,0,0,UEFA Nations League
2018-09-06,Portugal,Croatia,1,1,Friendly
2018-09-07,Mexico,Uruguay,1,4,Friendly
2018-09-07,United States,Brazil,0,2,Friendly
2018-09-08,England,Spain,1,2,UEFA Nations League
2018-09-09,France,Netherlands,2,1,UEFA Nations League
2018-09-10,Portugal,Italy,1,0,UEFA Nations League
2018-09-11,Spain,Croatia,6,0,UEFA Nations League
2018-09-11,Colombia,Argentina,0,0,Friendly
2018-09-11,United States,Mexico,1,0,Friendly
2018-10-11,United States,Colombia,2,4,Friendly
2018-10-12,Croatia,England,0,0,UEFA Nations League
2018-10-13,Netherlands,Germany,3,0,UEFA Nations League
2018-10-15,Spain,England,2,3,UEFA Nations League
2018-10-16,France,Germany,2,1,UEFA Nations League
2018-10-16,Belgium,Netherlands,1,1,Friendly
2018-10-16,Japan,Uruguay,4,3,Kirin Challenge Cup
2018-10-16,Argentina,Brazil,0,1,Superclásico de las Américas
2018-11-15,Croatia,Spain,3,2,UEFA Nations League
2018-11-15,England,United States,3,0,Friendly
2018-11-16,Netherlands,France,2,0,UEFA Nations League
2018-11-16,Argentina,Mexico,2,0,Friendly
2018-11-16,Brazil,Uruguay,1,0,Friendly
2018-11-17,Italy,Portugal,0,0,UEFA Nations League
2018-11-18,England,Croatia,2,1,UEFA Nations League
2018-11-19,Germany,Netherlands,2,2,UEFA Nations League
2018-11-20,Argentina,Mexico,2,0,Friendly
2018-11-20,France,Uruguay,1,0,Friendly
2018-11-20,Italy,United States,1,0,Friendly
2019-03-22,Japan,Colombia,0,1,Kirin Challenge Cup
2019-03-24,Netherlands,Germany,2,3,UEFA Euro qualification
2019-03-26,Morocco,Argentina,0,1,Friendly
2019-06-06,England,Netherlands,1,3,UEFA Nations League
2019-06-09,Portugal,Netherlands,1,0,UEFA Nations League
2019-06-15,Argentina,Colombia,0,2,Copa América
2019-06-20,Uruguay,Japan,2,2,Copa América
2019-07-02,Brazil,Argentina,2,0,Copa América
2019-07-07,United States,Mexico,0,1,Gold Cup
2019-09-06,Brazil,Colombia,2,2,Friendly
2019-09-06,United States,Mexico,0,3,Friendly
2019-09-06,Germany,Netherlands,2,4,UEFA Euro qualification
2019-09-10,Argentina,Mexico,4,0,Friendly
2019-09-10,United States,Uruguay,1,1,Friendly
2019-10-09,Germany,Argentina,2,2,Friendly
2019-10-10,Brazil,Senegal,1,1,Friendly
2019-11-15,Brazil,Argentina,0,1,Superclásico de las Américas
2019-11-18,Argentina,Uruguay,2,2,Friendly
2020-09-03,Germany,Spain,1,1,UEFA Nations League
2020-09-05,Portugal,Croatia,4,1,UEFA Nations League
2020-09-07,Netherlands,Italy,0,1,UEFA Nations League
2020-09-08,France,Croatia,4,2,UEFA Nations League
2020-10-07,Netherlands,Mexico,0,1,Friendly
2020-10-07,Portugal,Spain,0,0,Friendly
2020-10-09,Morocco,Senegal,3,1,Friendly
2020-10-11,England,Belgium,2,1,UEFA Nations League
2020-10-11,France,Portugal,0,0,UEFA Nations League
2020-10-14,Italy,Netherlands,1,1,UEFA Nations League
2020-10-14,Croatia,France,1,2,UEFA Nations League
2020-11-11,Netherlands,Spain,1,1,Friendly
2020-11-13,Colombia,Uruguay,0,3,FIFA World Cup qualification
2020-11-14,Portugal,France,0,1,UEFA Nations League
2020-11-15,Belgium,England,2,0,UEFA Nations League
2020-11-17,Croatia,Portugal,2,3,UEFA Nations League
2020-11-17,Spain,Germany,6,0,UEFA Nations League
2020-11-17,Japan,Mexico,0,2,Friendly
2020-11-17,Uruguay,Brazil,0,2,FIFA World Cup qualification
2021-06-04,Spain,Portugal,0,0,Friendly
2021-06-06,Belgium,Croatia,1,0,Friendly
2021-06-06,United States,Mexico,3,2,CONCACAF Nations League
2021-06-08,Colombia,Argentina,2,2,FIFA World Cup qualification
2021-06-13,England,Croatia,1,0,UEFA Euro
2021-06-15,Germany,France,0,1,UEFA Euro
2021-06-18,Argentina,Uruguay,1,0,Copa América
2021-06-19,Germany,Portugal,4,2,UEFA Euro
2021-06-23,Portugal,France,2,2,UEFA Euro
2021-06-23,Brazil,Colombia,2,1,Copa América
2021-06-27,Belgium,Portugal,1,0,UEFA Euro
2021-06-28,Croatia,Spain,3,5,UEFA Euro
2021-06-29,England,Germany,2,0,UEFA Euro
2021-07-02,Belgium,Italy,1,2,UEFA Euro
2021-07-03,Uruguay,Colombia,0,0,Copa América
2021-07-06,Argentina,Colombia,1,1,Copa América
2021-07-06,Italy,Spain,1,1,UEFA Euro
2021-07-10,Brazil,Argentina,0,1,Copa América
2021-07-11,England,Italy,1,1,UEFA Euro
2021-08-01,United States,Mexico,1,0,Gold Cup
2021-10-06,Italy,Spain,1,2,UEFA Nations League
2021-10-07,Uruguay,Colombia,0,0,FIFA World Cup qualification
2021-10-07,Belgium,France,2,3,UEFA Nations League
2021-10-10,Colombia,Brazil,0,0,FIFA World Cup qualification
2021-10-10,Argentina,Uruguay,3,0,FIFA World Cup qualification
2021-10-10,Italy,Belgium,2,1,UEFA Nations League
2021-10-10,Spain,France,1,2,UEFA Nations League
2021-10-14,Brazil,Uruguay,4,1,FIFA World Cup qualification
2021-11-11,Brazil,Colombia,1,0,FIFA World Cup qualification
2021-11-12,United States,Mexico,2,0,FIFA World Cup qualification
2021-11-12,Uruguay,Argentina,0,1,FIFA World Cup qualification
2021-11-16,Argentina,Brazil,0,0,FIFA World Cup qualification
2022-02-01,Argentina,Colombia,1,0,FIFA World Cup qualification
2022-03-24,Mexico,United States,0,0,FIFA World Cup qualification
2022-03-29,Netherlands,Germany,1,1,Friendly
2022-06-01,Italy,Argentina,0,3,CONMEBOL–UEFA Cup of Champions
2022-06-01,United States,Morocco,3,0,Friendly
2022-06-02,Spain,Portugal,1,1,UEFA Nations League
2022-06-02,Mexico,Uruguay,0,3,Friendly
2022-06-03,Belgium,Netherlands,1,4,UEFA Nations League
2022-06-04,Italy,Germany,1,1,UEFA Nations League
2022-06-05,United States,Uruguay,0,0,Friendly
2022-06-06,Croatia,France,1,1,UEFA Nations League
2022-06-06,Japan,Brazil,0,1,Friendly
2022-06-07,Germany,England,1,1,UEFA Nations League
2022-06-11,England,Italy,0,0,UEFA Nations League
2022-06-13,France,Croatia,0,1,UEFA Nations League
2022-06-14,Germany,Italy,5,2,UEFA Nations League
2022-09-23,Japan,United States,2,0,Kirin Challenge Cup
2022-09-23,Italy,England,1,0,UEFA Nations League
2022-09-25,Netherlands,Belgium,1,0,UEFA Nations League
2022-09-26,England,Germany,3,3,UEFA Nations League
2022-09-27,Mexico,Colombia,2,3,Friendly
2022-09-27,Portugal,Spain,0,1,UEFA Nations League
2022-11-21,Senegal,Netherlands,0,2,FIFA World Cup
2022-11-23,Germany,Japan,1,2,FIFA World Cup
2022-11-23,Morocco,Croatia,0,0,FIFA World Cup
2022-11-25,England,United States,0,0,FIFA World Cup
2022-11-26,Argentina,Mexico,2,0,FIFA World Cup
2022-11-27,Spain,Germany,1,1,FIFA World Cup
2022-11-27,Belgium,Morocco,0,2,FIFA World Cup
2022-11-28,Portugal,Uruguay,2,0,FIFA World Cup
2022-12-01,Japan,Spain,2,1,FIFA World Cup
2022-12-01,Croatia,Belgium,0,0,FIFA World Cup
2022-12-03,Netherlands,United States,3,1,FIFA World Cup
2022-12-04,England,Senegal,3,0,FIFA World Cup
2022-12-05,Japan,Croatia,1,1,FIFA World Cup
2022-12-06,Morocco,Spain,0,0,FIFA World Cup
2022-12-09,Croatia,Brazil,1,1,FIFA World Cup
2022-12-09,Netherlands,Argentina,2,2,FIFA World Cup
2022-12-10,Morocco,Portugal,1,0,FIFA World Cup
2022-12-10,England,France,1,2,FIFA World Cup
2022-12-13,Argentina,Croatia,3,0,FIFA World Cup
2022-12-14,France,Morocco,2,0,FIFA World Cup
2022-12-17,Croatia,Morocco,2,1,FIFA World Cup
2022-12-18,Argentina,France,3,3,FIFA World Cup
2023-01-28,United States,Colombia,0,0,Friendly
2023-03-23,Italy,England,1,2,UEFA Euro qualification
2023-03-24,Japan,Uruguay,1,1,Friendly
2023-03-24,France,Netherlands,4,0,UEFA Euro qualification
2023-03-25,Morocco,Brazil,2,1,Friendly
2023-03-28,Germany,Belgium,2,3,Friendly
2023-03-28,Japan,Colombia,1,2,Friendly
2023-04-19,United States,Mexico,1,1,Friendly
2023-06-14,Netherlands,Croatia,2,4,UEFA Nations League
2023-06-15,United States,Mexico,3,0,CONCACAF Nations League
2023-06-15,Spain,Italy,2,1,UEFA Nations League
2023-06-18,Netherlands,Italy,2,3,UEFA Nations League
2023-06-18,Croatia,Spain,0,0,UEFA Nations League
2023-06-20,Brazil,Senegal,2,4,Friendly
2023-06-20,Germany,Colombia,0,2,Friendly
2023-09-09,Germany,Japan,1,4,Friendly
2023-09-12,Germany,France,2,1,Friendly
2023-10-12,Colombia,Uruguay,2,2,FIFA World Cup qualification
2023-10-13,Netherlands,France,1,2,UEFA Euro qualification
2023-10-14,United States,Germany,1,3,Friendly
2023-10-17,Uruguay,Brazil,2,0,FIFA World Cup qualification
2023-10-17,Mexico,Germany,2,2,Friendly
2023-10-17,England,Italy,3,1,UEFA Euro qualification
2023-11-16,Colombia,Brazil,2,1,FIFA World Cup qualification
2023-11-16,Argentina,Uruguay,0,2,FIFA World Cup qualification
2023-11-21,Brazil,Argentina,0,1,FIFA World Cup qualification
2023-12-16,Mexico,Colombia,2,3,Friendly
2024-03-22,Spain,Colombia,0,1,Friendly
2024-03-23,England,Brazil,0,1,Friendly
2024-03-23,France,Germany,0,2,Friendly
2024-03-24,United States,Mexico,2,0,CONCACAF Nations League
2024-03-26,England,Belgium,2,2,Friendly
2024-03-26,Germany,Netherlands,2,1,Friendly
2024-03-26,Spain,Brazil,3,3,Friendly
2024-06-05,Mexico,Uruguay,0,4,Friendly
2024-06-08,Mexico,Brazil,2,3,Friendly
2024-06-08,Portugal,Croatia,1,2,Friendly
2024-06-08,United States,Colombia,1,5,Friendly
2024-06-12,United States,Brazil,1,1,Friendly
2024-06-15,Spain,Croatia,3,0,UEFA Euro
2024-06-20,Spain,Italy,1,0,UEFA Euro
2024-06-21,Netherlands,France,0,0,UEFA Euro
2024-06-24,Croatia,Italy,1,1,UEFA Euro
2024-07-01,France,Belgium,1,0,UEFA Euro
2024-07-01,United States,Uruguay,0,1,Copa América
2024-07-02,Brazil,Colombia,1,1,Copa América
2024-07-05,Germany,Spain,1,2,UEFA Euro
2024-07-05,Portugal,France,0,0,UEFA Euro
2024-07-06,Uruguay,Brazil,0,0,Copa América
2024-07-09,Spain,France,2,1,UEFA Euro
2024-07-10,Netherlands,England,1,2,UEFA Euro
2024-07-10,Uruguay,Colombia,0,1,Copa América
2024-07-14,Spain,England,2,1,UEFA Euro
2024-07-14,Argentina,Colombia,1,0,Copa América
2024-09-05,Portugal,Croatia,2,1,UEFA Nations League
2024-09-06,France,Italy,1,3,UEFA Nations League
2024-09-09,France,Belgium,2,0,UEFA Nations League
2024-09-10,Netherlands,Germany,2,2,UEFA Nations League
2024-09-10,Colombia,Argentina,2,1,FIFA World Cup qualification
2024-10-10,Italy,Belgium,2,2,UEFA Nations League
2024-10-14,Belgium,France,1,2,UEFA Nations League
2024-10-14,Germany,Netherlands,1,0,UEFA Nations League
2024-10-15,Mexico,United States,2,0,Friendly
2024-11-14,Belgium,Italy,0,1,UEFA Nations League
2024-11-15,Uruguay,Colombia,3,2,FIFA World Cup qualification
2024-11-17,Italy,France,1,3,UEFA Nations League
2024-11-18,Croatia,Portugal,1,1,UEFA Nations League
2024-11-19,Brazil,Uruguay,1,1,FIFA World Cup qualification
2025-03-20,Croatia,France,2,0,UEFA Nations League
2025-03-20,Italy,Germany,1,2,UEFA Nations League
2025-03-20,Netherlands,Spain,2,2,UEFA Nations League
2025-03-20,Brazil,Colombia,2,1,FIFA World Cup qualification
2025-03-21,Uruguay,Argentina,0,1,FIFA World Cup qualification
2025-03-23,France,Croatia,2,0,UEFA Nations League
2025-03-23,Germany,Italy,3,3,UEFA Nations League
2025-03-23,Spain,Netherlands,3,3,UEFA Nations League
2025-03-25,Argentina,Brazil,4,1,FIFA World Cup qualification
2025-06-04,Germany,Portugal,1,2,UEFA Nations League
2025-06-05,Spain,France,5,4,UEFA Nations League
2025-06-08,Germany,France,0,2,UEFA Nations League
2025-06-08,Portugal,Spain,2,2,UEFA Nations League
2025-06-10,England,Senegal,1,3,Friendly
2025-06-10,Argentina,Colombia,1,1,FIFA World Cup qualification
2025-07-06,United States,Mexico,1,2,Gold Cup
2025-09-06,Mexico,Japan,0,0,Friendly
2025-09-09,United States,Japan,2,0,Friendly
2025-10-11,Mexico,Colombia,0,4,Friendly
2025-10-14,Japan,Brazil,3,2,Kirin Cup
2025-11-15,Brazil,Senegal,2,0,Friendly
2025-11-15,Mexico,Uruguay,0,0,Friendly
2025-11-18,United States,Uruguay,5,1,Friendly
2026-01-18,Morocco,Senegal,3,0,African Cup of Nations
2026-03-26,Brazil,France,1,2,Friendly
2026-03-26,Colombia,Croatia,1,2,Friendly
2026-03-27,England,Uruguay,1,1,Friendly
2026-03-28,Mexico,Portugal,0,0,Friendly
2026-03-28,United States,Belgium,2,5,Friendly
2026-03-29,Colombia,France,1,3,Friendly
2026-03-31,Brazil,Croatia,3,1,Friendly
2026-03-31,England,Japan,0,1,Friendly
2026-03-31,Mexico,Belgium,1,1,Friendly
2026-03-31,United States,Portugal,0,2,Friendly
2026-05-31,United States,Senegal,3,2,Friendly
2026-06-02,Croatia,Belgium,0,2,Friendly
2026-06-06,United States,Germany,1,2,Friendly
